b1c3
a7a5
g1f3
d7d5
e2e4
g7g6
c3d5
e7e6
d5e3
c7c5
f1d3
c8d7
f3e5
g8h6
e1g1
f7f5
d1e2
d8g5
e5f3
g5f4
g2g3
a5a4
g3f4
g6g5
e4f5
c5c4
d3c4
b8a6
f5e6
a6b8
e6d7
e8d8
e2d3
a8a6
d3d4
f8e7
