b1a3
c7c6
d2d4
b7b6
g1f3
c8a6
d4d5
e7e5
c1e3
f8d6
e3g5
d6c7
d5c6
d8c8
a3b1
e8f8
d1d7
h7h6
g5d8
a6e2
b1d2
c8d7
d8h4
d7d4
a1c1
d4b4
b2b3
b4d4
c2c3
d4a4
c1d1
a4a6
f3e5
e2c4
f1e2
h6h5
e2c4
a6a5
h4d8
a5c5
f2f3
c5g1
d2f1
g1h1
d8g5
b8c6
c4d3
a7a6
g2g4
c6d4
g5f4
b6b5
d3e4
d4c2
e1f2
c7d6
b3b4
g7g6
f4h6
h8h6
a2a4
d6e7
f1d2
e7d8
f2e2
f8g7
g4h5
c2b4
e5g4
b4d5
d1f1
h1g2
e2d3
d8e7
g4f2
d5c7
a4a5
g6h5
e4d5
b5b4
d2c4
b4b3
d5e4
c7d5
e4h7
e7h4
h7g6
h4d8
c4e3
a8b8
e3c4
b8c8
d3d2
h6h7
g6f5
g2g3
f1h1
d8h4
d2d1
g8f6
f5g6
g7g6
f3f4
g6g7
d1e1
c8c5
c4b6
g3c3
e1d1
g7g6
h1e1
h7h6
f2e4
f6g4
b6c4
h4e7
e4f6
c5c6
e1e3
g6f6
e3d3
d5e3
c4e3
e7b4
e3f5
c6d6
f5h4
d6d8
h4g2
g4e3
g2e3
d8e8
e3f1
c3e1
