g2g3
a7a6
b1a3
a6a5
b2b4
a5a4
g1f3
b7b6
d2d4
b6b5
h2h3
c7c6
a3b1
a4a3
b1d2
c6c5
f3h2
c5c4
c1a3
c4c3
f1g2
c3d2
e1f1
d7d6
d1b1
d2d1q
b1d1
d6d5
c2c3
e7e6
a1c1
e6e5
d1c2
e5e4
e2e3
f7f6
h3h4
f6f5
g2h3
f5f4
c2e4
d5e4
f1g2
f4f3
g2g1
g7g6
c1b1
g6g5
b1a1
g5g4
h3g4
h7h6
a3b2
h6h5
a1d1
h5g4
d1b1
b8a6
a2a3
a6b4
c3b4
g8f6
d4d5
f6d5
b2d4
d5c3
h2f1
c3b1
d4a7
b1d2
a7b6
d2b1
h1h2
b1d2
b6a7
d2b1
a7b6
b1d2
h2g2
f3g2
b6a5
g2f1q
g1h2
d2b1
a3a4
b5a4
a5b6
a4a3
b6d8
a3a2
b4b5
a2a1q
d8e7
b1d2
b5b6
d2b1
e7d6
b1d2
f2f3
e4f3
d6e7
f3f2
e7c5
d2b1
c5d4
b1d2
e3e4
d2b1
d4e5
b1d2
e5c7
d2b1
b6b7
b1d2
c7b8
d2b1
b8e5
b1d2
e5g7
d2b1
g7h6
b1d2
h4h5
d2b1
b7a8q
b1d2
a8b7
d2b1
b7c6
c8d7
c6a6
b1d2
a6b7
d2b1
h6g7
b1d2
b7b6
d2b1
b6d6
b1d2
d6g6
e8e7
g6d6
e7d6
e4e5
a1e5
g7h8
d2b1
h8f6
b1d2
h5h6
d2b1
f6g7
b1d2
g7f6
d2b1
f6e5
d6c5
e5c3
b1d2
c3f6
d2b1
f6c3
b1d2
c3f6
d2b1
f6e5
b1d2
e5b2
d2b1
b2d4
c5b4
h6h7
b1d2
h7h8q
d2b1
h8h7
b1d2
d4f6
d2b1
f6d8
b1d2
h7e4
d2c4
e4c4
f1c4
d8c7
f2f1q
c7b6
d7a4
b6d4
a4d1
d4a1
d1c2
a1b2
c2b1
b2d4
b1a2
d4g7
a2b1
g7f8
f1f8
h2h1
b1a2
h1h2
a2b1
h2h1
b1a2
h1g1
a2b1
g1h1
