e2e4
d7d5
e4d5
g8f6
d2d4
e7e6
d5e6
c8e6
g1f3
b8c6
f1b5
f8d6
b5c6
b7c6
e1g1
e8g8
b1c3
f8e8
f1e1
a8b8
f3e5
d6e5
d4e5
d8d1
c3d1
e6f5
b2b3
f6d5
c2c3
b8d8
c1d2
d5e7
d2g5
h7h6
g5e7
e8e7
d1e3
f5d3
f2f4
g8h7
a2a4
e7d7
a4a5
d8b8
b3b4
c6c5
b4c5
b8b3
c5c6
d7d8
f4f5
d3b5
c3c4
b5c6
e5e6
b3d3
e6e7
d8e8
f5f6
h7g6
f6g7
g6g7
a5a6
c6e4
a1a5
c7c6
a5e5
e4g6
c4c5
d3c3
h2h4
g6d3
e3f5
d3f5
e5f5
g7g6
f5f4
c3c5
f4d4
c5d5
d4g4
g6f6
g4f4
d5f5
f4e4
c6c5
g2g3
f5d5
g1g2
d5d4
e4e2
c5c4
e2f2
f6g6
h4h5
g6g7
f2c2
d4d7
c2c4
e8e7
c4g4
g7f6
e1f1
f6e5
f1f2
e7e6
g4a4
d7d4
a4a2
f7f6
f2b2
d4d6
a2a5
e5d4
b2a2
d6b6
a5a4
d4c3
g3g4
e6e1
g2g3
e1g1
g3h2
g1d1
a4a3
c3b4
h2g3
b6e6
a3a4
b4b5
a4a5
b5b4
a2a4
b4c3
a4a1
d1d8
g3f4
e6b6
a1c1
c3b4
a5a2
d8d4
f4f5
b6b5
f5f6
d4g4
c1c7
b4b3
a2e2
g4f4
f6e7
b5f5
e7d7
f5g5
e2e7
f4d4
d7e8
b3a4
c7a7
g5h5
a7b7
h5g5
e7e1
a4a5
a6a7
g5g8
e8f7
g8a8
e1a1
d4a4
a1b1
h6h5
f7g6
a4a2
g6h5
a8g8
b1h1
g8a8
h5g6
a2g2
g6f6
g2f2
f6e5
f2e2
e5d4
a5a6
b7f7
a8d8
d4c3
e2e3
c3b4
e3e4
b4c5
e4e5
c5c6
d8c8
c6d6
e5e8
h1a1
a6b6
a1b1
b6a6
f7d7
c8a8
d6c6
e8e6
c6d5
e6e8
b1g1
e8e2
d7d6
a6a5
g1a1
a5b5
a1b1
b5a5
d5c6
a8a7
b1a1
a5b4
a1a7
e2f2
d6d4
b4b3
c6d5
f2e2
a7b7
b3c2
b7c7
c2b3
d4c4
e2d2
d5c5
d2e2
c7b7
b3a3
c5d4
e2h2
c4c3
a3a2
c3e3
h2b2
b7a7
a2b1
e3e1
b1c2
d4c4
b2b3
a7a2
b3b2
e1e2
c2b1
a2b2
b1a1
b2d2
a1b1
d2d1
