e2e4
e7e5
g1f3
d8f6
f1d3
g7g5
h2h3
f8g7
b1c3
e8d8
c3d5
b8c6
d5f6
g8h6
f6h5
h6g8
h5g7
c6b8
f3g5
h7h6
g5f7
d8e7
f7h8
b7b6
d1h5
d7d5
h5f7
e7d6
g7e8
d6c6
f7c7
