g1h3
e7e6
f2f3
e6e5
b2b3
e5e4
c1b2
e4e3
h3g5
a7a6
b2e5
a6a5
e5g3
a5a4
d2d4
a4a3
b3b4
f7f6
d1c1
f6f5
c1a3
a8a3
g3d6
f5f4
b1c3
c7c6
d6e7
f8e7
h1g1
h7h6
c3b1
h6g5
b1a3
e7b4
c2c3
b4c3
e1d1
c3a1
a3b5
c6b5
h2h4
d8a5
h4g5
a5d2
