d2d4
b8c6
d4d5
c6e5
b1c3
g8f6
f2f4
e5g6
g1f3
e7e6
e2e4
f8b4
d1d4
b4c3
b2c3
e6d5
e4d5
d8e7
f1e2
e7e4
d4e4
f6e4
c3c4
d7d6
f3g5
e4g5
f4g5
c8f5
e2d1
g6e5
e1g1
f5g6
f1f4
e8c8
h2h4
h7h6
c1b2
h6g5
h4g5
h8e8
a1c1
c8b8
d1e2
b8a8
f4f1
d8c8
f1d1
e8e7
a2a3
c8h8
e2d3
g6d3
c2d3
h8h5
c4c5
d6c5
c1c5
b7b6
c5b5
h5g5
b5b4
e5g4
b2c1
g4e3
c1e3
e7e3
b4f4
f7f6
f4c4
e3e7
c4e4
e7d7
e4e8
a8b7
d5d6
d7d6
d3d4
d6c6
d1f1
c6c3
a3a4
c3c2
f1f2
c2f2
g1f2
g5f5
f2g1
f5a5
e8e7
a5a4
d4d5
a4d4
e7g7
d4d5
g7f7
d5d6
f7f8
b6b5
g1h1
d6b6
h1h2
b5b4
f8d8
b4b3
d8d1
b3b2
d1b1
b6b3
g2g3
b7a6
h2h3
b3b5
h3g2
a6a5
g2f3
a5a4
f3g2
a4b3
b1f1
b3a2
f1d1
b2b1q
d1b1
a2b1
g2g1
c7c5
g1f1
c5c4
f1e2
c4c3
g3g4
c3c2
g4g5
b5g5
e2e1
g5g2
e1f1
g2d2
f1e1
c2c1q
