d2d4
g8f6
c2c4
e7e6
c1g5
f8b4
b1d2
e8g8
g1f3
b8c6
d1b3
h7h6
g5f6
d8f6
e1c1
d7d6
d2e4
f6f4
e2e3
f4e4
d4d5
e6d5
c4d5
c6a5
b3d3
c8f5
d3e4
f5e4
d1d4
e4f3
c1b1
c7c5
d5c6
a5c6
d4c4
f3d5
c4b4
c6b4
b2b3
a8c8
f1c4
d5e4
b1b2
d6d5
h1g1
d5c4
b2c3
c4b3
c3b4
b3b2
b4a3
c8c1
a3b2
c1g1
g2g3
g1g2
h2h3
g2f2
b2c3
f2a2
c3d4
f8e8
h3h4
a2c2
g3g4
b7b5
g4g5
c2c4
