e2e4
e7e5
g1f3
b8c6
f1b5
g8f6
e1g1
c6d4
b5a4
f8d6
d2d3
d4f3
d1f3
e8g8
f3f5
b7b5
a4b5
c8b7
c1g5
a8b8
b1c3
d8e7
g5f6
e7f6
f5f6
g7f6
b5d7
f8d8
d7g4
b7c8
g4c8
b8b2
c8g4
b2c2
c3d5
f6f5
g4f5
c2d2
f1d1
d2d1
a1d1
d8b8
d1c1
b8b5
f2f4
b5a5
f4e5
d6e5
d5e7
g8h8
e7c6
e5h2
g1h2
a5a2
c6d8
a2a6
c1c7
a6h6
h2g3
h8g8
d8f7
h6a6
f7g5
a6a3
f5e6
g8f8
c7f7
f8g8
f7d7
g8h8
d7h7
