AverageCheckNumer,AverageMoveNumber,AveragePieceDifferential,AveragePromotionNumber,LegalGamePercentage,DrawPercentage,VictoryPercentage
4.17708,38.1979,32.5521,0.0416667,82.2917,68.75,12.5
