g1f3
a7a6
g2g3
g7g5
f3g5
g8h6
g5f7
f8g7
f7d8
e7e5
d8b7
c7c5
b7c5
h8f8
c5a6
h6f5
a6b8
d7d6
b1a3
c8e6
a1b1
e6g8
b1a1
f5e3
d2e3
f8f4
e3f4
g7f6
d1d6
f6g7
f4e5
a8a4
a1b1
a4a5
b1a1
a5a3
b2a3
g8d5
d6d5
g7h8
a1b1
h7h5
b1a1
h8g7
a1b1
h5h4
g3h4
e8f8
b1a1
f8e8
a1b1
e8f8
b1a1
f8e8
a1b1
g7h8
b1a1
h8g7
