AverageCheckNumer,AverageMoveNumber,AveragePieceDifferential,AveragePromotionNumber,LegalGamePercentage,DrawPercentage,VictoryPercentage
8.55208,165.854,5.04167,1.3125,97.9167,87.5,4.16667
