h2h3
g7g5
d2d3
g8f6
b1c3
f6g8
a2a3
g5g4
c1h6
f7f5
c3a4
d7d6
a4c3
b8d7
c3b5
d7f6
h3h4
g4g3
h1h2
b7b6
g1f3
c8a6
b5c3
g3h2
a3a4
f5f4
f3d2
h2h1q
d1c1
e8f7
b2b3
a6b5
a4a5
f6e4
d3e4
a8b8
c1a3
a7a6
a5b6
f8g7
a3c5
f7e6
c5f5
