b1a3
b8c6
c2c3
c6e5
a3b5
g8f6
d1b3
c7c5
g1h3
d8a5
a2a3
a7a6
b3d5
f6d5
h3g1
a6b5
e2e4
d5f4
g1f3
a5a4
d2d3
f4d3
f1d3
e5d3
e1e2
a4c2
f3d2
d3c1
e2e3
c2d3
e3f4
d3d2
f4f5
d7d5
f5e5
c1d3
e5d5
d2g5
e4e5
g5g2
f2f3
c8g4
b2b3
a8a3
h1d1
g2e2
a1b1
e2d1
b1b2
a3b3
c3c4
g4h5
b2b3
d1e1
b3d3
e7e6
