f2f4
b7b5
g1f3
a7a6
h1g1
c7c6
b2b3
d7d6
c1b2
c8b7
g2g3
h7h5
a2a3
f7f6
b1c3
g8h6
c3a2
h6g8
b2e5
f6e5
f4f5
g8h6
f5f6
h8g8
h2h3
g7g6
d2d4
b8d7
b3b4
e7f6
f3h2
d7b8
a1b1
d8b6
h2g4
g6g5
b1b2
h6g4
a3a4
g4e3
d4e5
f8h6
a2c1
e8f7
d1d2
d6d5
c2c4
h5h4
e5e6
f7g6
g1h1
g6h5
c4d5
b6d4
h1h2
b5a4
d2c2
h4g3
d5d6
d4b2
c2d3
c6c5
f1g2
b2d2
d3d2
e3f1
c1a2
h6f8
g2h1
f1e3
d2d1
b7g2
d1d4
e3d1
d4f6
d1c3
f6f8
b8c6
f8c8
g2f3
c8g8
a8g8
e2f3
g8d8
h1g2
c3d1
e1f1
d1c3
b4c5
c6a5
a2c1
a5b7
d6d7
c3e4
f3e4
a4a3
c1d3
g3h2
h3h4
d8d7
h4g5
b7c5
d3e5
d7d4
g2f3
h5g5
f1e1
d4d3
e5d7
d3d2
f3g4
d2d1
g4d1
c5e6
d7e5
e6g7
e5c6
g5g6
c6d8
h2h1r
e1f2
a6a5
f2g2
a5a4
d8e6
g7e6
d1g4
e6f8
g4f5
g6h5
f5c8
f8g6
g2f2
g6e5
f2g3
h1h3
g3f4
e5d3
f4f5
h3h2
c8a6
d3c1
a6b5
h2e2
b5a6
e2c2
a6c8
c1b3
c8b7
c2e2
f5f6
b3d2
f6e6
d2b1
e6f5
h5h4
b7a6
e2d2
a6b7
d2d1
f5f6
b1c3
f6f7
d1h1
f7e8
h4g3
e8f8
h1f1
f8g8
f1g1
e4e5
g3h2
g8f8
c3d5
b7c8
g1e1
c8d7
d5c7
d7a4
e1f1
f8g8
f1h1
a4c2
c7b5
c2d1
b5c3
d1a4
c3a2
a4c2
a2c3
g8g7
c3a2
g7h6
a2c3
c2a4
c3a2
a4d1
h1g1
d1c2
a2c3
c2a4
g1g5
h6h7
c3b5
h7h8
b5c3
a4b5
c3b5
e5e6
g5d5
e6e7
d5e5
e7e8q
e5d5
e8f7
d5e5
h8h7
e5d5
f7f5
b5d6
f5f3
d6c4
f3e3
c4d6
h7h6
d5f5
e3c1
f5f1
h6g7
f1h1
c1c7
h1g1
g7h7
g1b1
h7h6
b1d1
h6g7
d1d4
c7c3
d4d3
c3b4
d6c8
b4e4
c8b6
e4d5
b6d5
g7f8
d3b3
f8f7
b3b6
f7f8
b6h6
f8e8
h6b6
e8f8
b6h6
f8f7
h6b6
f7f8
