b2b4
e7e6
c1b2
g8f6
c2c4
f8b4
b2a3
b8c6
e2e3
b4a3
g2g4
a3b2
d1a4
b2a1
b1c3
a1c3
f1d3
f6g4
a4a6
b7a6
c4c5
d8h4
d3c2
h4f2
e1d1
f2f1
