b1c3
b8c6
e2e4
e7e5
g1h3
g8f6
f1e2
f8b4
e2c4
b4c3
h1f1
c3d4
h3f4
e5f4
f2f3
e8g8
a1b1
d4b6
d2d3
d7d5
h2h4
d5c4
f1f2
b6f2
e1f2
d8d4
f2f1
f6h5
e4e5
h5g3
f1e1
c4c3
c1f4
d4g1
