b1a3
b8c6
h2h3
d7d5
e2e3
c8f5
f1e2
g8f6
b2b4
f6e4
c1b2
d8d6
e2h5
d6b4
b2e5
e4f2
d1f3
f5e4
e5d6
e4f3
c2c3
f2d3
e1f1
f3g2
f1g2
b4b2
d6h2
d3f4
e3f4
b2a3
d2d4
g7g6
a1f1
g6h5
f1a1
a3b2
g1e2
b2e2
g2g3
e8c8
a1c1
h8g8
g3h4
g8g4
h3g4
e2g4
