b1c3
b7b6
c3d5
h7h6
g1f3
a7a6
f3e5
a8a7
a1b1
g7g5
b1a1
a7a8
a1b1
f7f6
e5g6
a6a5
g6h8
h6h5
h8g6
e7e5
b1a1
f8g7
a1b1
e5e4
b1a1
b6b5
a1b1
d7d6
b1a1
g7f8
a1b1
a8a7
b1a1
b8a6
a1b1
a6b8
b1a1
a7a6
a1b1
c8e6
d5c3
e6f7
g6f8
g8e7
f8h7
b5b4
h7f6
e8f8
c3e4
a6c6
b1a1
c6b6
e4g5
e7d5
g5h7
f8g7
a1b1
b6c6
b1a1
f7e8
f6d5
g7f7
h7f6
d8f6
d5f6
b8d7
f6d5
d7f8
a1b1
c6b6
d5b6
e8b5
b6d5
f7e6
d5c7
e6f7
c7b5
f7e7
e2e3
f8d7
d1h5
d7e5
h5g5
e7e6
b5d4
e6d5
f1d3
a5a4
e3e4
d5c5
e1e2
b4b3
d4e6
c5b4
a2a3
b4a5
g5d8
