b1a3
e7e5
a3c4
d8f6
e2e4
a7a5
a2a4
f6c6
g2g3
c6e4
g1e2
g8f6
c4a5
e4h1
f2f3
a8a5
c2c4
b8c6
a1a2
h1h2
f1g2
h2g2
e2g1
g2g1
e1e2
c6d4
e2d3
a5b5
a2a3
g1d1
b2b3
b5c5
d3e3
f6d5
c4d5
e8e7
e3e4
f7f6
c1b2
c5b5
a3a1
d1e2
