e2e4
a7a5
b1c3
e7e6
g1f3
a8a7
d2d4
g7g6
c3b5
f7f5
b5a7
d8e7
a7c8
g8h6
c8e7
f5e4
e7g6
h6f5
g6h8
f5d4
f3d4
b7b6
d1g4
e6e5
g4g8
a5a4
g8f7
e8d8
f7f8
