h2h3
f7f6
h1h2
e7e6
h2h1
f8b4
b1c3
c7c5
g2g3
g7g5
b2b3
h7h6
d2d4
b4c3
c1d2
c3a1
d2c1
a1c3
c1d2
c3d4
g3g4
b7b5
d2c3
d4c3
d1d2
c3d2
e1d1
d8a5
b3b4
d2b4
f1g2
a5a2
g2f3
a2b1
