c2c4
e7e6
d2d3
g8f6
g2g3
b8c6
b1c3
f8b4
e2e4
e8g8
g1f3
d7d5
e4d5
e6d5
d3d4
f6e4
f1d3
e4c3
b2c3
b4c3
c1d2
c3a1
d2h6
d5c4
d3c4
c8g4
f3e5
g4d1
f2f3
d8d4
c4d5
d4d5
h1g1
c6e5
h6e3
d5f3
e3c5
a1c3
