a2a3
b8c6
h2h3
g8f6
f2f4
f6d5
h1h2
d5f4
g1f3
e7e6
d2d4
f4d5
c1f4
d5f4
c2c3
f8d6
b2b4
f4e2
d1e2
d6h2
e2b2
h2g3
e1d1
d8f6
f3e5
f6f1
d1d2
c6e5
a3a4
e5c4
d2c2
c4b2
b1a3
f1a1
a3b1
b2a4
b4b5
a1b2
c2d3
b2b1
d3d2
b1e1
d2c2
a4c3
d4d5
e6d5
c2d3
c3b5
h3h4
e1e4
d3d2
g3f4
d2d1
b5c3
