g1f3
b8c6
e2e4
b7b5
f1b5
g7g6
b1c3
g8f6
e4e5
h7h6
e5f6
d7d5
f3e5
h8g8
b5c6
c8d7
c6d7
d8d7
e5d7
a7a6
d1g4
e7e6
d7e5
c7c5
g4a4
e8d8
a4d7
