b2b3
a7a6
c1b2
g8h6
f2f4
e7e5
b1c3
c7c5
a2a3
d8h4
g2g3
h4f4
g1f3
h8g8
e2e3
f4f5
f1e2
h6g4
c3a4
f5c2
d1c1
c2b1
e2d1
g4h6
a1b1
a6a5
e3e4
f7f5
f3d4
f8d6
h2h4
h6f7
d4f5
h7h6
b1a1
b7b6
b3b4
f7h8
a4c3
b8c6
a3a4
d6c7
b2a3
c8b7
c3b1
c6d8
f5d4
g7g5
c1c2
d7d5
c2a2
a5b4
e1f1
c7d6
a2b3
e8f7
b1c3
d8e6
d4c6
g8c8
c3a2
f7f8
c6d8
c8b8
a3c1
d5e4
h1h3
b7c8
b3b1
e6g7
h4g5
b4b3
d8b7
c8g4
b1b2
g4f5
b7d8
h6h5
d1f3
f8e8
f1g2
a8a5
d2d4
f5e6
f3g4
e6f7
g4f5
d6e7
d4d5
e4e3
f5g6
b8c8
b2b1
e7f6
g2h1
a5a6
h3h5
f6g5
g6f5
c8d8
c1e3
b3a2
h5h2
a2b1q
e3c1
d8d5
h2a2
d5d6
f5c2
f7a2
c2b1
d6d3
c1a3
d3d2
b1d3
d2d1
h1h2
d1a1
a3b2
a1c1
d3c4
a6a4
b2e5
a4a7
e5d6
a7d7
d6b8
g5e3
c4e2
d7c7
e2d3
e8f8
d3e4
e3g5
e4g2
g5f4
g3f4
c7a7
g2h1
c1f1
h1a8
g7f5
a8g2
a2b3
g2f3
a7c7
f3b7
c7d7
b8d6
f8e8
d6e7
e8e7
b7h1
f1d1
h1b7
d1e1
b7h1
b3g8
h1f3
e1g1
f3h5
d7a7
h5d1
h8f7
d1c2
a7b7
c2a4
g8h7
a4b5
g1g5
b5d3
g5g7
d3f5
g7g2
h2h3
e7d6
f5e6
h7c2
e6c8
b7a7
c8e6
g2g5
f4g5
d6e6
h3h4
a7e7
g5g6
c2f5
g6g7
f5e4
g7g8q
e7c7
g8b8
c7e7
b8b6
