b1a3
b8c6
b2b3
d7d5
c2c4
e7e5
f2f4
e5f4
e2e3
d8h4
g2g3
f4g3
c4d5
g3g2
e1e2
g2h1q
a3c4
c8g4
g1f3
h1f3
e2d3
g4f5
d3c3
h4d4
