h2h4
a7a6
b2b3
f7f5
c2c3
g7g5
a2a4
g5h4
d2d3
f8g7
c1b2
h7h5
c3c4
e7e6
b2a3
g7h6
a3d6
c7d6
g1h3
h6e3
d1d2
d8f6
d2b4
h8h7
h3g5
f6g7
b4a3
g7d4
a3b2
g8f6
b2c1
e3d2
b1d2
d4e3
c1a3
f6e4
g5h3
e8d8
a3c1
e3h6
h3g1
h6e3
c1b1
e3f2
e1d1
f2e3
a1a2
e3g3
b1c1
d8e7
a2a1
g3f4
d1e1
f4e5
e1d1
h4h3
b3b4
e5g3
d3e4
h3h2
a4a5
f5f4
b4b5
g3g4
c1c3
f4f3
d1c1
g4g2
a1a4
g2f1
c1b2
f3f2
a4a3
a6b5
b2b3
h7h6
d2b1
a8a5
b3b4
h6g6
c3c2
f1d1
c2d1
a5a7
a3a2
g6g1
d1g1
h5h4
g1e1
h4h3
a2a6
e7f8
a6c6
f8g8
c6a6
d6d5
b4c3
d5e4
h1f1
g8h8
a6a7
b5c4
e2e3
e6e5
c3d2
c4c3
d2d1
h8g8
b1d2
d7d5
d1e2
c8f5
a7a5
g8h8
f1g1
f2e1q
g1e1
f5h7
a5a4
h7g6
a4b4
d5d4
b4b3
g6f5
b3b4
f5d7
b4b1
b7b6
b1d1
b8a6
d2c4
d7a4
c4a5
d4e3
a5c4
a4b3
d1d2
b3a2
e1f1
h2h1q
d2d6
h3h2
e2e3
h8g7
f1f7
g7f7
d6d2
f7e7
d2b2
a6b8
b2e2
h1b1
c4b6
a2g8
e2h2
b1a1
h2h1
a1a4
e3f2
a4d1
h1e1
d1d2
f2g1
e7f6
e1e4
f6g6
e4h4
d2d5
h4h1
d5a5
h1h7
g6h7
b6d5
a5a7
d5b6
h7g6
g1h1
a7g7
h1h2
g7h8
h2g1
g6h7
b6a8
g8d5
g1f1
d5c4
f1g2
c3c2
g2h2
c4e2
h2g3
e5e4
g3f4
h8d4
a8c7
b8c6
c7a8
e2c4
a8b6
c4d5
f4f5
c6a7
f5f4
h7g8
f4f5
d5c6
b6c8
d4d1
f5e6
d1h1
e6e7
a7b5
c8d6
g8h7
d6b7
b5a3
b7a5
c6e8
e7d6
e8h5
d6c6
h7g7
c6c7
h1b1
c7d7
b1c1
a5b7
a3b1
b7d6
c1f4
d6f7
f4e3
d7c8
e3c3
c8d7
c3b3
d7c7
b3e3
c7b8
e3h3
f7g5
b1d2
g5f3
h3g2
f3g1
d2b1
g1f3
g2g1
f3h2
h5f3
h2f1
g1f1
b8a7
f3h5
a7a8
h5g6
a8b7
c2c1q
b7a8
g6f5
a8b8
f1d1
b8b7
g7f8
b7b6
f5h7
b6b7
b1c3
b7c8
d1d3
c8b7
c3e2
b7a8
c1f1
a8b7
d3a6
b7c7
a6c4
c7b6
c4b3
b6a6
f8g8
a6a5
b3e3
a5b5
e2f4
b5c6
f4e6
c6d5
e3d3
d5c6
d3a6
c6d5
e6f4
d5d4
f4d5
d4d5
g8g7
d5e5
a6g6
e5d4
f1h3
d4c5
g6e8
c5d4
e8c8
d4d5
h3h4
d5e5
c8h3
e5d6
h3a3
d6e6
h4f6
e6d5
a3d3
d5c5
d3e3
c5b5
f6e6
b5a5
e6g8
a5b4
g8f7
b4b5
f7e8
b5c4
e3f3
c4d5
e8g8
d5e5
g8h8
e5d4
f3e2
d4c3
g7f6
c3b4
h8e8
b4a5
e8c8
a5b6
c8d7
b6a5
e2b2
a5a6
d7d1
a6a5
d1d2
a5a4
e4e3
