e2e4
b8c6
d2d4
g8f6
e4e5
f6d5
g1f3
e7e6
f1b5
f8b4
b1d2
c6d4
f3d4
c7c6
b5f1
d8b6
c2c3
b4a5
d1g4
a8b8
d2c4
a5c3
b2c3
b6c5
g4g7
h8f8
c4d6
e8e7
c1g5
d5f6
g7f6
