e2e4
g8f6
e4e5
f6d5
d2d4
b8c6
g1f3
f7f6
c2c4
d5b6
b1c3
f6e5
d4d5
c6b4
c4c5
e5e4
f3d4
b6d5
c3d5
b4d5
d1h5
g7g6
h5d5
c7c6
d5e5
h8g8
d4b3
g8g7
c1h6
g7f7
h6f8
f7f8
a1d1
f8f6
f1e2
e8f8
e1g1
e4e3
f2e3
f8g8
e2c4
g8g7
e3e4
g7h6
e5d4
f6f1
d1f1
e7e5
d4e5
d8h4
e5d6
h4d8
b3d4
d8g5
d4f5
h6h5
c4e2
g5g4
d6f6
g4e2
f6h4
