c2c4
a7a6
g2g4
f7f6
b1a3
e7e6
d2d3
f8b4
c1d2
f6f5
d2b4
f5f4
h2h4
d8f6
e2e4
f6e5
e1e2
g7g6
b4e7
g6g5
h4h5
a8a7
d1b3
g8e7
f1h3
e7d5
a3b5
e8f7
h5h6
h8d8
b5c7
e5e4
e2f1
b7b5
c7b5
a6a5
b3c2
a7b7
h1h2
b7b6
h2h1
a5a4
b5d4
e4e1
f1e1
d8h8
d4e6
d5c3
c2c3
d7d6
e6f4
h8e8
e1d1
e8f8
c3e5
c8e6
f4e2
b6b3
h1h2
b8c6
c4c5
c6d4
a1b1
b3c3
b2b4
c3c5
e5d5
f8c8
d5c5
c8f8
c5c2
f8d8
f2f4
a4a3
e2d4
d8d7
c2a4
e6f5
d4b3
d6d5
h2d2
f5e6
d3d4
d7d8
d2d3
e6c8
d3g3
f7g6
b4b5
g6f6
b3a1
c8f5
a4a5
f6g6
a1b3
d8d7
b1c1
d7e7
g3d3
e7e1
a5e1
g5f4
d1d2
g6f6
e1e3
f5e6
e3e2
f6g6
c1c2
g6f7
c2c8
f7e7
e2e6
e7e6
h3g2
e6f7
c8c1
f7e7
c1c7
e7f8
c7e7
f4f3
e7f7
f8f7
g1e2
f7g6
e2g3
g6g5
d2d1
f3g2
d1d2
g5g4
d3c3
g2g1b
b3c5
g4h4
c3c2
h4g4
d2d3
g4g3
b5b6
g3h4
b6b7
h4h3
c2h2
h3g4
c5b3
g4g3
h2d2
g3h3
b3c5
h3h4
d2c2
h4h3
c5a6
g1e3
c2b2
h3h4
b2b4
h4g4
b4b3
e3g5
a6b8
g4f4
b3a3
g5e7
d3c3
f4g3
c3d3
g3g2
a3a4
g2f2
a2a3
e7f6
b8d7
f2f3
a4a7
f6h8
d7b6
f3g3
b6d7
g3g4
a3a4
g4g3
d3c3
h8d4
c3c2
d4f2
c2d1
g3g2
d7f6
f2a7
f6d7
a7d4
d1e2
d4e5
d7e5
d5d4
b7b8q
g2h3
e2f1
h3g3
b8b5
g3h3
e5d3
h3g3
b5h5
