b1c3
g7g6
g2g3
b8c6
d2d3
e7e6
f2f3
f8b4
f1h3
d8f6
e2e3
b4c3
e1e2
c3b2
d1d2
b2a1
d2c3
f6c3
h3e6
d7e6
e3e4
c3c2
e2e3
c2g2
h2h3
a1d4
e3f4
e6e5
f4g5
g2g3
