f2f3
e7e5
g2g3
d7d5
a2a4
d5d4
f3f4
e5f4
g1h3
d8d5
a1a2
d5a2
h3f2
f4g3
e2e3
g3f2
e1e2
c8g4
e2f2
d4e3
f2g3
g4d1
f1e2
d1e2
b2b4
a2b1
a4a5
e3d2
h2h3
d2c1q
h3h4
c1h1
c2c3
b1e4
h4h5
h1g2
