c2c4
f7f6
c4c5
e7e5
c5c6
d7c6
a2a3
e8e7
g2g4
c8g4
b2b3
d8c8
f1g2
b8a6
a3a4
e7e6
a4a5
c8d7
b3b4
a6b4
a5a6
b4d3
e1f1
d3c1
b1c3
c1e2
a6b7
e2g3
h2g3
d7d3
c3e2
g4e2
f1e1
a8b8
g3g4
e2d1
g4g5
d3c2
g5f6
g7f6
d2d3
c2d3
g2d5
c6d5
g1e2
d3e2
