c2c3
e7e5
b2b4
c7c5
c1b2
c5b4
d1c1
d8c7
c1d1
d7d5
a2a4
c8f5
f2f4
e5f4
d1c1
f8d6
a1a2
c7c4
g1h3
c4a2
e1d1
f5b1
g2g4
b1e4
g4g5
a2a4
c1c2
a4c2
d1e1
e4h1
c3c4
c2b2
f1g2
h1g2
e2e3
b2c1
e1e2
c1f1
