g1h3
c7c6
h3g1
b7b5
a2a3
g7g6
a3a4
f7f6
e2e3
f8h6
a4a5
h6f4
a1a2
f4c7
a5a6
c7g3
f2g3
c8a6
d2d3
e8f8
a2a1
d8b6
g1e2
b6d4
e2g1
g8h6
g1e2
d4e4
b2b3
e4b4
e2c3
a6c8
d3d4
f6f5
d4d5
f8e8
d5d6
b4d4
c3e4
d4g7
e4g5
g7b2
e1d2
b2c3
d2c3
a7a5
d6e7
c8b7
g5e6
c6c5
d1d4
a5a4
e6f4
b7c6
f4e6
h6g4
e6c5
c6g2
d4h8
e8e7
h8c8
g4f6
c8d7
b8d7
c1d2
b5b4
c3b4
h7h6
c5b7
a8a7
a1a3
h6h5
g3g4
a7b7
f1b5
b7a7
b5c4
d7e5
c4d3
f6e8
d2e1
e8f6
b4b5
e7e6
b5b6
e5c6
e1a5
g2f3
b6b5
f6d7
d3e4
h5g4
a5b4
d7f6
b5c6
e6e5
c6b6
f3h1
e4b7
g6g5
b7c6
f6e4
b6a7
h1f3
h2h4
e4g3
c6f3
e5e6
a7a8
e6f6
e3e4
g4f3
a8b8
g3h5
b8c8
h5g7
c8c7
f6f7
e4f5
f3f2
c7b8
a4b3
b8a8
g5h4
b4d2
f7g8
d2e1
b3c2
a8b8
f2e1q
b8a8
g8f8
a8b8
e1b1
b8a8
b1b8
a8b8
f8e8
b8c8
e8f8
a3a5
g7e8
a5a1
f8g7
c8b8
g7f6
a1d1
h4h3
b8a8
e8g7
d1b1
f6g5
b1b6
h3h2
b6g6
g5h4
g6d6
h4g3
a8b8
g3h3
f5f6
h2h1q
d6d1
h3g4
b8a7
g4h3
d1d2
h3g3
a7a6
g7f5
d2d6
f5e3
a6b6
h1h5
d6d3
h5f7
b6a5
g3f2
d3d7
f7c4
d7d4
f2f1
a5b6
e3d5
d4d5
f1f2
d5d3
c4c6
b6a7
c6a8
a7b6
a8f8
d3h3
f2f1
h3h4
f8a8
b6c7
a8b8
c7b8
f1f2
b8a8
f2g2
f6f7
g2g1
a8b8
g1f1
b8b7
c2c1q
b7b8
c1d2
b8a8
d2g2
a8a7
g2g5
a7a8
g5h6
a8b7
h6c6
b7b8
c6b6
b8c8
b6d6
f7f8b
d6e6
c8b8
e6d6
b8b7
d6c5
f8g7
c5d4
b7a8
d4e4
h4e4
f1f2
e4b4
f2e2
b4b7
e2f2
b7b2
f2f1
a8b8
f1g1
b8a8
g1h1
b2b7
h1h2
a8b8
h2h3
b8a8
h3g3
a8b8
g3f2
g7b2
f2e2
b8c8
e2f3
c8c7
f3g4
b7b3
g4g5
c7b8
g5g4
b8a8
g4h5
b2c3
h5g4
a8b8
g4f3
b8a8
f3e3
a8a7
e3e4
a7a8
e4d3
c3b2
d3d2
b3h3
d2e2
b2h8
e2e1
h8d4
e1f1
d4c3
f1f2
a8b8
f2g2
b8a8
g2f1
c3h8
f1g2
h8d4
g2f1
h3b3
f1e1
d4b2
e1d1
b3b7
d1e1
a8a7
e1f2
b7e7
f2g2
e7e4
g2g3
a7a8
g3g2
b2g7
g2f2
e4h4
f2e1
a8b8
e1f2
b8a8
f2g2
a8b8
g2g1
h4e4
g1h1
g7d4
h1h2
b8a8
h2h1
e4h4
h1g2
d4g7
g2f1
a8b8
f1f2
g7e5
f2g1
h4a4
g1g2
