e2e4
e7e5
g1f3
b8c6
f1b5
g8f6
e1g1
f6e4
d2d4
e5d4
f1e1
f7f5
b5c6
d7c6
c1g5
d8d5
d1d4
d5d4
f3d4
e8f7
g5f4
f8c5
e1d1
h8d8
f4e5
d8d5
f2f4
c8e6
b1c3
e4c3
b2c3
c5b6
a2a3
a8e8
h2h3
e6c8
a3a4
d5c5
a4a5
c5a5
a1a5
b6a5
c3c4
a5b6
c4c5
b6c5
e5c7
e8e4
c7e5
a7a5
h3h4
a5a4
c2c3
c8e6
d1b1
b7b5
b1d1
a4a3
h4h5
a3a2
g2g3
e4e2
e5d6
c5d4
c3d4
e2b2
d6e5
e6d5
d1f1
b2b1
g1f2
b1f1
f2f1
a2a1q
f1e2
d5c4
e2d2
a1b2
d2d1
c4d3
e5f6
b2e2
d1c1
e2c2
