b1a3
g8f6
c2c4
e7e5
e2e4
f8a3
b2a3
e8g8
g2g3
f6e4
c4c5
d7d5
a1b1
b8c6
c1b2
d8e7
f1g2
e7c5
g1f3
c5f2
