c2c4
e7e6
d2d4
b8c6
e2e4
f8b4
b1d2
c6d4
g2g3
g8f6
d1c2
d4c2
e1d1
c2a1
f1g2
f6g4
g1e2
g4f2
d1e1
f2d3
e1f1
d3c1
h1g1
d8f6
g2f3
b4d2
g1h1
f6f3
f1g1
d2e3
