f2f3
a7a6
g1h3
a6a5
h3f2
a5a4
f3f4
a4a3
b1c3
a3b2
f2g4
b2b1q
g4e5
b7b6
c1b2
b6b5
e5c6
b5b4
g2g3
b4b3
b2c1
b3b2
a2a3
b2a1q
c3b5
d7d6
h2h3
d6d5
g3g4
d5d4
c6d4
c7c6
b5a7
c6c5
a7c6
c5c4
h3h4
c4c3
c6b8
c3d2
e1f2
d2c1q
c2c3
e7e6
d1d2
e6e5
b8c6
e5e4
d2e3
f7f6
h1h2
f6f5
c6b4
f5g4
d4c2
g4g3
e3g3
e4e3
g3e3
g8e7
e3e4
g7g6
b4d3
g6g5
c2e1
g5g4
d3b4
g4g3
f2g2
g3h2
e2e3
h2h1q
g2f2
h7h6
e4h7
h6h5
e1d3
e7g8
d3e5
g8h6
f2e2
h6g4
h7d7
c8d7
a3a4
g4h6
e5f3
h6g4
b4d5
g4h6
d5c7
d8c7
c3c4
h6g4
f3d4
g4h6
d4c2
h6g4
f4f5
g4h6
c4c5
h6g4
c2a3
g4h6
c5c6
h6g4
a3b5
g4h6
b5a3
h6g4
a3c4
g4h6
c4b2
h6g4
b2c4
g4h6
f1h3
h6g4
e3e4
g4h6
h3g2
h6g4
c4d2
g4h6
f5f6
h6g4
g2f1
g4h6
d2c4
h6g4
f1g2
g4h6
a4a5
h6g4
c4b6
g4h6
b6a4
h6g4
a5a6
g4h6
a4c5
h6g4
c5b7
g4h6
b7a5
h6g4
g2h3
g4h6
h3g4
h5g4
a6a7
g4g3
e4e5
g3g2
e2f2
g2g1q
f2e2
h6g4
h4h5
g4h6
f6f7
h6f7
h5h6
f7h6
a5c4
h6g4
e5e6
g4h6
c4a5
h6g4
e6e7
g4h6
e7f8q
h8f8
a5c4
h6g4
c4e3
g4h6
e3f5
h6g4
f5d6
c7d6
c6c7
g4h6
c7c8q
d7c8
