h2h3
b8a6
d2d3
g8h6
g1f3
c7c5
h1h2
d7d6
b2b3
c8h3
c1a3
h3g2
c2c4
g2f1
h2h5
f1e2
h5g5
e2d1
f3d4
c5d4
g5g4
h6g4
b3b4
a6b4
a3c1
b4a2
b1c3
a2c1
a1a6
b7a6
e1d1
d4c3
d3d4
g4f2
d1c1
d8a5
c4c5
d6c5
d4c5
a5c5
c1b1
f2d1
b1a1
h8g8
a1b1
g8h8
b1c1
c3c2
c1d2
a8b8
d2e1
c5f2
