b1a3
g8f6
b2b3
e7e6
a1b1
f8e7
a3b5
e8g8
b1b2
d7d5
g1h3
a7a6
e2e4
a6b5
e4e5
f6d7
c2c3
b5b4
d1c2
d7e5
g2g3
b4c3
c2b1
e5f3
e1d1
c3b2
c1b2
e7b4
f1d3
f3d2
b1c2
a8a2
c2c1
e6e5
d3b1
c8g4
f2f3
g4f3
d1c2
f3e4
c2d1
d2b1
h1g1
b4d2
b2e5
e4f3
