d2d4
h7h5
g2g4
d7d5
a2a4
g7g5
c1e3
f7f6
c2c4
f8g7
e3d2
b8d7
d1c2
d7e5
d4e5
c8e6
e2e3
h8h7
d2c3
g7h8
g4h5
e8f8
c3d4
b7b5
f1e2
f6e5
c2d3
f8e8
d3d2
e5e4
d4b6
b5b4
b1a3
a7b6
a4a5
g5g4
f2f4
h8f6
e1f1
f6b2
d2e1
b2a1
a5b6
h7h5
e2d1
a1e5
h2h3
c7c6
h3h4
g4g3
d1g4
d8d6
e1c3
e8f7
b6b7
e5g7
c3c2
g7c3
c2f2
d5c4
f2c2
e6d7
c2e2
d7e6
b7b8q
f7g7
g4e6
c3b2
e2h2
d6c7
h2h3
