b2b3
f7f5
e2e3
a7a5
f1a6
h7h5
b3b4
h5h4
b1c3
b8c6
a6b5
a5b4
b5a6
g8f6
c3b5
c6b8
a2a4
b8c6
b5a3
f6e4
a6b5
e4f6
g2g3
b4a3
b5c6
h8h7
a1b1
e7e5
c6d7
d8d7
b1a1
d7c6
d1e2
c6a4
e2f1
h4h3
c1a3
c8d7
f1e2
a4a6
