b1c3
a7a6
e2e4
a6a5
g1h3
a5a4
f1b5
a4a3
b2a3
b7b6
d2d4
c7c6
h3f4
c6c5
d4c5
b6c5
g2g4
c5c4
d1d7
b8d7
c1b2
e7e6
f4e6
f7f6
e6d8
f6f5
g4f5
g7g6
b5c4
g6g5
c3e2
g5g4
b2h8
g4g3
h2g3
d7b8
c4g8
h7h6
g8f7
e8e7
d8c6
e7f7
c6b8
h6h5
b8c6
h5h4
c6e5
f7e7
g3h4
e7e8
e1g1
a8a7
h8f6
a7a8
a1e1
a8a7
e2d4
a7a8
d4b5
a8a7
b5a7
c8d7
e1d1
d7c8
a7c8
f8g7
d1d8
