g2g4
d7d5
b2b4
c8g4
g1h3
e7e5
d2d4
f8b4
b1c3
b4c3
c1d2
c3a1
d1b1
a1d4
c2c3
d4b6
b1a1
d8h4
a2a3
g4h3
e2e3
b8c6
e3e4
h4e4
d2e3
e4h1
e3c1
h1f1
e1d2
f1f2
d2d3
e5e4
