f2f4
b7b6
h2h3
c8b7
h1h2
e7e6
b2b3
d8h4
g2g3
h4g3
h2f2
g3g1
d2d3
e8d8
c1b2
f8c5
d3d4
c5b4
b1c3
g8e7
d4d5
e7d5
d1d4
b4c5
c3b1
c5d4
b2c1
g1f2
e1d1
f2f1
d1d2
d4a1
a2a3
f1f4
d2d3
f4d4
