h2h3
g8f6
b1c3
e7e5
a1b1
b8c6
c3a4
d7d5
g2g4
f8d6
h3h4
c8g4
a4c3
e8g8
g1f3
e5e4
c3d5
f6d5
f1g2
e4f3
h4h5
f3e2
g2e4
e2d1q
