a2a3
g8f6
f2f4
b8c6
g2g4
f6g4
c2c3
e7e5
d2d3
d8h4
e1d2
g4f2
f1h3
f2d1
a3a4
d1f2
f4f5
f2h1
e2e3
c6a5
d2e2
a5b3
a1a3
h4f2
e2d1
b3c1
b1d2
f8a3
b2b4
f2e3
h3f1
e3g1
d2b3
g1f1
d1d2
f1e2
