b2b4
f7f5
b1a3
b7b6
g1h3
d7d6
h1g1
b6b5
a3c4
a7a6
g1h1
d6d5
a2a3
c7c5
c4b6
g8f6
h1g1
a6a5
g2g3
f6d7
g1h1
e7e5
b6a8
a5a4
c1b2
d8b6
b2d4
h8g8
c2c4
g7g5
g3g4
b8a6
f2f3
e8d8
d4e3
b6g6
e3d4
g6f6
d1c1
g8h8
d4c5
f8c5
e2e4
c5e3
c4b5
h8f8
c1c2
d7c5
h1g1
f8h8
c2c3
c5e4
g1h1
d8e8
d2d3
f6f7
a8c7
f7c7
a1b1
a6b4
f3e4
c7c3
e1d1
e3c5
d3d4
b4a6
f1g2
c5e7
h1g1
e7d6
g2f1
d6a3
h3f4
h8g8
f1d3
c8e6
h2h4
d5e4
h4h5
a3c1
f4g2
g8h8
b1b3
e6b3
d1e2
a4a3
e2f2
c3c7
g1h1
c1b2
h1d1
h8f8
d1a1
f8g8
f2e3
e8f8
g2h4
g8g6
d3f1
g6f6
a1b1
c7c3
e3f2
c3c5
f1g2
c5c2
f2e3
f6b6
g2f1
c2c1
e3e2
a6c7
g4f5
b2d4
b1b3
b6b5
b3a3
c7e6
a3a8
e6d8
a8a1
e4e3
a1a4
b5d5
a4c4
c1d2
e2f3
d8c6
c4b4
d4b2
h4g2
e3e2
b4b2
d2b2
g2e3
c6b4
f3g4
b4c6
f1g2
b2c2
e3c4
h7h6
f5f6
d5c5
c4b6
c5c4
g4h3
e2e1q
g2f3
c6d8
f3c6
e1f1
h3g3
c4c3
c6f3
f1c1
b6c4
c2e2
c4a5
f8e8
a5c4
e2e3
f6f7
e8f7
g3h3
d8e6
h3g4
e6d4
f3e2
e3d2
c4b2
c1e1
e2c4
d4e6
c4f1
e1e2
g4f5
d2d7
b2d3
d7b7
d3c5
e2d2
f5e5
c3b3
c5e4
f7f8
e4f6
e6d4
f1a6
b7d5
f6d5
d2f4
d5f4
b3h3
f4d3
d4c2
e5f6
h3h2
f6e6
c2e3
d3e1
h2g2
a6c8
e3f1
e6e5
g2g1
c8h3
f1e3
e5e6
e3f1
h3f1
f8e8
e1d3
e8f8
d3f4
g1g4
f1a6
f8g8
f4h3
g4g1
a6d3
g8h8
e6d6
g1g3
d6c6
g3g1
c6b5
g1e1
b5b4
e1e4
d3c4
g5g4
h3g5
e4c4
b4b3
c4c8
g5e4
g4g3
e4f2
c8c6
f2h3
c6a6
h3g1
a6e6
g1f3
e6c6
f3d2
c6e6
b3c3
e6e8
c3c2
e8e5
d2f3
h8h7
c2b2
e5e6
f3d4
e6e2
b2a1
e2e1
a1b2
e1b1
b2a3
b1b4
d4b3
b4b6
a3a4
b6e6
b3a1
e6b6
a1c2
b6b8
c2d4
b8g8
a4b4
g8h8
d4c2
g3g2
c2d4
h8a8
d4c2
a8b8
b4c4
b8d8
c2d4
d8a8
d4e6
a8f8
c4c3
h7h8
c3c2
f8f7
e6g5
f7f1
g5h7
f1b1
h7g5
h6g5
c2b1
h8h7
b1c1
g5g4
c1d2
g4g3
d2e1
h7g7
h5h6
g7g8
h6h7
g8g7
h7h8r
g7h8
e1d1
h8h7
d1e1
h7g7
e1d1
g7f7
d1c2
f7g8
c2d3
g8h8
d3c2
g2g1q
c2b2
h8g7
b2a2
g7g6
a2a3
g1f2
a3a4
g6g5
a4a5
f2f3
a5b5
f3h1
b5a5
g5h4
a5b5
h1f1
b5c5
f1g1
c5d5
h4g5
d5e4
g1h1
e4e5
h1h7
e5e6
h7h3
e6e5
h3h8
e5e6
h8c8
e6e5
c8c3
e5d6
c3e3
d6d5
e3e6
d5d4
e6b6
d4d5
g5f6
d5e4
f6f7
e4e5
b6c5
e5f4
c5c4
f4e5
f7g8
e5f5
g8h7
f5f6
h7h6
f6f5
c4c1
f5e4
c1d1
e4f5
d1e2
f5f6
e2b5
f6e6
h6h5
e6e7
h5g5
e7f8
b5a6
f8e8
a6e6
e8f8
g5f6
