g1f3
e7e6
f3e5
d8f6
e5d3
b8c6
b1c3
c6e5
d3e5
f6e5
a1b1
f8b4
c3a4
e5a5
c2c3
b4d6
c3c4
e8f8
b1a1
g8f6
c4c5
d6e5
f2f3
d7d6
c5d6
c7d6
e1f2
c8d7
a4c3
a5c5
e2e3
e5c3
b2c3
c5f5
f2e2
d7b5
e2e1
b5f1
h1f1
f5g6
f1f2
a8c8
d1b3
c8c7
b3a3
f6e8
a3a7
g6c2
e3e4
b7b5
a7e3
c7c4
f2e2
f8g8
e1f2
c2a4
e3d3
c4c7
f2e3
a4a7
d3d4
a7a5
e2f2
c7c4
d4d3
a5b6
e3e2
c4c7
d3c2
e8f6
c2d1
b5b4
d1a4
c7c8
a4b4
b6b4
c3b4
f6h5
b4b5
c8c5
a2a4
h5f4
e2e3
f4g6
b5b6
c5c6
a1b1
f7f5
b6b7
f5f4
e3e2
g8f7
e2d1
h8b8
a4a5
g6e5
d1e2
c6c1
b1c1
b8b7
a5a6
b7a7
d2d4
e5d7
c1c6
d6d5
e4d5
e6d5
c6d6
d7b8
d6d5
a7a6
d5f5
a6f6
f5e5
b8c6
e5e4
f6e6
d4d5
c6d4
e2d3
e6e4
f3e4
d4b3
f2f4
f7e7
e4e5
b3c5
d3e3
g7g5
f4f5
g5g4
f5h5
e7f7
h5h7
f7e8
h7g7
c5a4
e3d4
g4g3
g7g3
a4b6
g3g7
b6d7
e5e6
d7f8
d4e4
f8g6
d5d6
g6e7
g7e7
e8f8
e4e5
f8g8
d6d7
g8f8
d7d8q
