b1a3
g8f6
c2c4
b8c6
g1f3
f6g4
a3b5
e7e6
a1b1
f8c5
f3d4
c6d4
d1b3
d4b3
a2a3
g4f2
b5c7
d8c7
d2d3
c7a5
c1d2
a5d2
