a2a4
d7d5
h2h3
h7h6
h3h4
b8d7
c2c3
d5d4
b1a3
d7b6
e2e3
d4d3
b2b4
f7f5
d1f3
b6c4
f3d5
d8d7
g2g4
d7b5
a1a2
a8b8
a4b5
c4a5
d5c5
c8d7
c5e7
f8e7
g1e2
f5g4
b5b6
d7c6
a3b5
a7a6
b5d4
g7g6
h1h3
b8d8
d4b5
g6g5
b5a7
e7f6
h3h2
c6a4
a2a1
d8d6
a7c6
a5c6
e2g3
h6h5
f2f3
g5h4
f1d3
c7b6
g3f1
e8e7
e1e2
c6d4
e2f2
f6g5
e3e4
g4f3
a1b1
h8h6
d3c4
d6g6
c4g8
a4d7
b1b2
d4c6
b2b3
d7h3
g8c4
h3g2
h2h3
e7e8
c4f7
e8f8
b3b2
g2h3
f7b3
c6d8
f2e1
g6g8
f1g3
h3f5
b2b1
g5f4
b3c4
h6g6
g3f5
g6g7
f5h4
a6a5
c4a6
f8e8
d2d3
g7g4
a6b7
a5b4
c3b4
d8f7
c1e3
f4e3
h4g6
e3c1
e1f2
e8d8
b7a8
g8g6
f2f1
f7d6
b1b3
d6b7
f1f2
g6g8
b4b5
g4f4
b3a3
c1b2
a3a7
b7d6
a7a3
d6e4
f2f1
b2g7
a3a6
g7f8
a8d5
e4d6
d3d4
f4g4
d5e6
d6c4
e6f5
f8c5
f5h7
g4e4
d4d5
e4e2
h7c2
e2e3
a6a7
f3f2
a7a6
g8g6
c2f5
c5e7
f5h3
e3a3
f1f2
g6e6
h3g4
c4e5
a6a5
a3d3
g4d1
d8d7
d1g4
d3d4
f2e3
e7f6
a5a8
d4d3
e3e4
d3b3
g4f5
e5c6
d5e6
d7e7
f5h3
b3b4
e4d3
c6e5
d3c2
b4a4
h3f5
a4g4
f5d3
g4g1
d3h7
f6g7
a8h8
g1e1
h7d3
e1e2
c2c3
e5g6
c3b4
g7f6
h8e8
e7e8
d3e2
f6g7
e6e7
e8f7
e7e8k
g7a1
e2g4
f7g8
b4a4
h5h4
g4e2
h4h3
e8d6
g6h4
a4b3
a1d4
d6e4
d4g7
e4f6
g8h8
f6e8
g7e5
e2d1
h4g2
b3b4
h8g8
d1b3
g8f8
b3d5
f8e8
d5c6
e8f8
c6b7
e5b8
b4a3
b8e5
a3a4
e5f6
b7a6
f6h4
a4a3
f8e8
a3a4
e8f7
a4a3
h4f2
a6b7
f7f6
b7d5
g2f4
d5f7
f6g5
a3b3
g5f6
b3b2
f4g6
f7g6
f2c5
g6h7
c5e3
b2c3
f6g7
c3c2
g7h6
h7f5
e3f2
f5d3
f2g3
c2b3
h6g7
d3e2
g7h6
e2d1
h6g7
b3c2
g3b8
c2b1
g7f7
d1b3
f7e7
b3g8
e7e8
g8f7
e8f7
b1a1
f7e8
a1a2
b8a7
a2b1
h3h2
b1c2
a7b8
c2d1
e8f7
d1d2
f7e7
d2d3
b8d6
d3d2
e7e6
d2e1
e6e7
e1d2
e7f7
d2e3
d6b8
e3f2
f7g6
f2e2
b8g3
e2f1
g6f6
f1g2
f6f5
g2f1
g3d6
f1f2
f5g5
f2e2
d6c7
e2d1
c7g3
d1c2
g5h6
c2b1
g3d6
b1a1
d6g3
a1a2
h6h7
a2b3
h7g7
b3c3
g3c7
c3d3
g7g8
d3d2
h2h1q
d2c2
g8f7
c2b2
h1e1
b2a2
f7e7
a2a3
e1h1
a3a2
h1d1
a2a3
d1h1
a3b3
c7d8
b3a3
h1e4
a3a2
e4e2
a2b3
e2g2
b3a3
g2b2
a3b2
e7d7
b2c3
d7d6
c3d4
d6e7
d4c3
d8c7
c3d4
e7f7
d4c3
c7e5
c3b4
e5f6
b4c4
f6a1
c4b3
a1f6
b3a4
f6b2
a4b4
b2a1
b4b3
f7e8
b3b4
a1c3
b4a4
c3f6
a4a3
e8f7
a3a4
f7f8
a4a3
f6b2
a3b4
b2g7
b4a3
g7e5
a3b4
e5h2
b4a3
f8f7
a3b4
f7g7
b4a3
g7f8
a3b4
h2g1
b4a3
g1c5
a3b2
c5e7
b2b3
f8g8
b3c2
g8g7
c2d2
g7f8
d2e2
f8g8
e2f2
e7f8
f2g2
f8d6
g2h1
g8f8
h1g2
d6e5
g2h1
e5g7
h1g2
g7h8
g2h3
h8f6
h3g3
f6a1
g3h4
f8e8
h4h3
a1b2
h3h2
b2c1
h2h1
c1f4
h1g2
e8d8
g2h1
d8c8
h1g2
f4d2
g2h3
d2c1
h3h4
c8d8
h4h5
d8c8
h5h4
c1a3
h4h5
c8b8
