b1c3
g7g5
d2d4
b8c6
d4d5
f8g7
d5c6
f7f6
c6b7
g7h6
b7a8q
d7d6
e2e4
c8b7
d1h5
e8f8
a8d8
f8g7
d8e8
e7e6
h5f7
