g2g3
g7g6
b2b3
b8c6
c1b2
g8f6
b1a3
f8h6
a1b1
e8g8
e2e3
d7d5
b2d4
c6d4
c2c3
d4c6
d1c1
c8f5
g3g4
f5b1
f1c4
b1e4
a3c2
e4h1
c1a1
d5c4
g1f3
h1f3
a1d1
f3d1
f2f4
d1c2
e1f1
c4b3
d2d3
d8d3
f1g1
d3e3
g1f1
b3a2
f4f5
a2a1q
f1g2
c2e4
