g1h3
b8c6
g2g4
d7d5
b2b4
c6b4
c2c4
c8g4
e2e4
g4d1
f2f3
d1f3
f1d3
b4d3
e1f1
f3h1
e4e5
d3c1
b1c3
c1d3
h3g1
d5c4
a1e1
d3e1
f1e1
d8d4
g1e2
d4e5
h2h4
h1c6
c3e4
e5e4
e1f1
g8f6
e2f4
e4f4
f1e1
e8c8
h4h5
d8d2
a2a4
c8b8
a4a5
b8a8
a5a6
a8b8
a6b7
b8b7
h5h6
h8g8
h6g7
g8h8
g7h8q
f8g7
h8b8
b7b8
