g2g4
a7a5
b1c3
c7c5
a2a3
a5a4
g1h3
h7h5
a1a2
d7d5
f2f3
c8f5
g4g5
e8d7
b2b4
a8a5
d2d3
g8h6
h3g1
d8b6
f1h3
e7e6
c1e3
f8e7
c3b5
h8h7
c2c3
a5a7
g5g6
e7f8
b5c7
d7d8
e3d4
b8a6
e2e4
c5d4
a2b2
f8e7
c7a6
h7h8
b2c2
b6c6
d1d2
c6c7
d2c1
f5e4
c1d1
h6g4
d1d2
h5h4
d2g5
c7f4
c2a2
b7a6
g5f4
e4d3
h3g2
g4e5
a2e2
e5f3
f4f3
d3b1
e2c2
b1a2
c3c4
e7d6
c4d5
d6e5
c2d2
e5d6
f3d1
d6f4
b4b5
f4c7
d1c1
d8d7
e1f1
c7f4
g2f3
h8h7
f1g2
d7d8
c1a1
a6b5
a1b2
d8e8
d2c2
a2b3
b2a1
b3c4
c2c3
h7h5
h2h3
a7b7
c3c4
b7b6
c4c6
h5f5
a1d4
b6b8
d5d6
b8d8
c6c4
e6e5
f3e4
f7g6
c4c2
d8d6
e4d3
e5d4
g2f3
f4c1
d3f5
d6d5
c2c3
e8f7
c3b3
d5e5
f5b1
e5e3
f3f2
e3e2
f2f3
e2f2
f3f2
c1b2
h1h2
b5b4
g1f3
g6g5
b1c2
f7e6
b3b2
g7g6
c2g6
e6e7
a3b4
e7d8
f2g2
d8c8
g2f2
a4a3
f3d4
c8d8
g6e4
a3b2
e4f3
d8c7
f3h1
c7c8
f2e3
b2b1k
d4e2
c8c7
e2g1
c7d7
h2f2
b1c3
f2a2
g5g4
a2g2
c3a2
g2g3
d7e6
h1d5
e6d6
d5f7
a2c1
f7g6
c1b3
e3d3
d6c7
g3g2
c7c6
g2c2
c6d7
c2f2
d7e7
g1e2
e7d8
g6e8
d8e8
h3g4
b3c5
d3d2
c5a6
e2c1
e8d7
d2d3
h4h3
f2h2
d7e7
h2c2
a6c7
c1e2
c7a8
g4g5
e7f8
c2c7
a8b6
d3e3
b6a4
c7c1
f8g8
e2f4
g8h8
c1h1
a4b2
f4g2
b2c4
e3d4
c4e3
b4b5
e3f1
d4e4
f1e3
g2h4
h8g8
h1h3
e3g4
e4f5
g8f8
h3e3
f8f7
e3e4
f7g7
e4e8
g7f7
e8e6
g4h6
g5h6
f7f8
f5g5
f8g8
e6e3
g8h7
g5f5
h7h6
e3b3
h6h7
h4g6
h7g7
g6f4
g7h7
f5f6
h7h8
f4d3
h8g8
d3f4
g8h7
f4e2
h7h8
b5b6
h8g8
b3b1
g8f8
e2c1
f8e8
b1b3
e8f8
b3f3
f8e8
f3d3
e8f8
d3d5
f8e8
d5c5
e8f8
f6g6
f8e7
b6b7
e7e8
c1e2
e8e7
c5c3
e7f8
c3c1
f8g8
e2c3
g8h8
c3b1
h8g8
g6g5
g8h7
b7b8q
h7g7
c1c6
g7h7
g5h5
h7g7
c6f6
g7f6
b1d2
f6f5
b8b7
f5f4
b7g2
f4e5
g2b7
e5d6
d2b3
d6e5
b7a6
e5e4
a6a4
e4e5
b3c5
e5f5
a4a5
f5f6
a5a1
f6f7
a1c1
f7e7
c5e4
e7d7
c1b1
d7c7
h5h4
c7d7
h4g5
d7c8
g5h4
c8c7
b1b7
c7b7
