f2f3
e7e5
g1h3
b8c6
b1a3
d7d5
b2b4
c8h3
e2e3
d8h4
g2g3
h4h5
d2d4
f8b4
d1d2
h5f3
c1b2
f3e3
f1e2
b4d2
e1d1
c6d4
h1f1
e3e2
