b1a3
c7c5
a3c4
a7a5
d2d3
b7b5
c4a3
c8a6
c1e3
d8b6
g1f3
f7f6
f3d2
a5a4
d2e4
b6c6
e3c5
c6c7
a3b1
b5b4
c5b4
a6b7
b1c3
f6f5
e4c5
c7b6
b4a3
b6a7
d1d2
e7e6
c3a4
e6e5
d2g5
g7g6
g5g3
b8c6
d3d4
g8f6
d4e5
c6d4
g3d3
d4c2
d3c2
f6e4
c2c4
f8g7
e5e6
e4d6
e6d7
e8e7
c4e6
e7d8
e6d6
a7a5
e1d1
b7d5
c5e6
d5e6
d6e7
d8c7
d7d8q
c7c6
e7e6
c6b5
d8d7
