d2d4
e7e6
e2e4
a7a5
b1c3
b7b6
g1f3
d8f6
f1e2
f6f4
c1f4
b8c6
e1g1
f8e7
f4c7
d7d5
e4d5
c6b8
e2b5
b8d7
f1e1
c8b7
d5e6
b7c6
b5c6
e7a3
e6d7
e8f8
e1e8
a8e8
d7e8q
