e2e3
g8f6
d2d4
e7e6
a2a4
f8d6
e3e4
f6e4
h2h4
e8g8
c2c4
b8c6
f2f3
d6g3
e1e2
e4f2
c4c5
f2d1
g1h3
d1f2
d4d5
c6d4
e2d2
f2h1
d2d1
g3h4
c1f4
e6d5
f1e2
h1g3
e2b5
d4b3
b1a3
b3a1
f4d2
a7a6
d2c1
a6b5
h3g5
h4g5
b2b4
g5c1
a3b1
d8g5
b1c3
g5d2
