g2g4
e7e5
b2b4
f8b4
e2e3
b8c6
f1e2
d7d5
c1a3
b4a3
c2c3
a3b2
e2b5
b2a1
d1a4
g8e7
a4e4
d5e4
b5c4
c8g4
c4b5
d8d5
c3c4
d5d3
g1h3
d3b1
