g2g3
e7e5
b2b4
f8b4
e2e3
g8f6
f1h3
e8g8
c1b2
b8c6
d1g4
f6g4
e1e2
d7d5
a2a3
b4c5
b2d4
e5d4
e3e4
d8f6
c2c3
f6f2
e2d3
f2e1
h3g4
e1e4
