h2h4
g8f6
f2f3
d7d5
h4h5
e7e5
e2e3
f8d6
c2c4
d5d4
f3f4
e8g8
h1h3
e5f4
e3d4
f8e8
g1e2
c8h3
c4c5
f4f3
h5h6
d6g3
